_id,common_name,binominal_name,taxa_order,taxa_family,taxa_genus,taxa_species,also_called,description,image_url,controls_id
60db152eb94a6b3d465c63e4,13 Year Periodical Cicada,Magicicada neotredecim,Hemiptera,Cicadidae,Magicicada,neotredecim,,,,
60db152eb94a6b3d465c63e5,22-spotted Lady Beetle,Psyllobora vigintiduopunctata,Coleoptera,Coccinellidae,Psyllobora,vigintiduopunctata,,,,
60db152eb94a6b3d465c63e6,88 Butterfly,Diaethria clymena,Lepidoptera,Nymphalidae,Diaethria,clymena,,,,
60db152eb94a6b3d465c63e7,Aaron's Skipper,Poanes aaroni,Lepidoptera,Hesperiidae,Poanes,aaroni,,,,
60db152eb94a6b3d465c63e8,Aaroniella badonneli,Aaroniella badonneli,Psocodea,Philotarsidae,Aaroniella,badonneli,,,,
60db152eb94a6b3d465c63e9,Ababa tantilla,Ababa tantilla,Coleoptera,Cleridae,Ababa,tantilla,,,,
60db152eb94a6b3d465c63ea,Abablemma bilineata,Abablemma bilineata,Lepidoptera,Erebidae,Abablemma,bilineata,,,,
60db152eb94a6b3d465c63eb,Abablemma brimleyana,Abablemma brimleyana,Lepidoptera,Erebidae,Abablemma,brimleyana,,,,
60db152eb94a6b3d465c63ec,Abablemma duomaculata,Abablemma duomaculata,Lepidoptera,Erebidae,Abablemma,duomaculata,,,,
60db152eb94a6b3d465c63ed,Abachrysa eureka,Abachrysa eureka,Neuroptera,Chrysopidae,Abachrysa,eureka,,,,
60db152eb94a6b3d465c63ee,Abagrotis alampeta,Abagrotis alampeta,Lepidoptera,Noctuidae,Abagrotis,alampeta,,,,
60db152eb94a6b3d465c63ef,Abagrotis apposita,Abagrotis apposita,Lepidoptera,Noctuidae,Abagrotis,apposita,,,,
60db152eb94a6b3d465c63f0,Abagrotis baueri,Abagrotis baueri,Lepidoptera,Noctuidae,Abagrotis,baueri,,,,
60db152eb94a6b3d465c63f1,Abagrotis belfragei,Abagrotis belfragei,Lepidoptera,Noctuidae,Abagrotis,belfragei,,,,
60db152eb94a6b3d465c63f2,Abagrotis benjamini,Abagrotis benjamini,Lepidoptera,Noctuidae,Abagrotis,benjamini,,,,
60db152eb94a6b3d465c63f3,Abagrotis bimarginalis,Abagrotis bimarginalis,Lepidoptera,Noctuidae,Abagrotis,bimarginalis,,,,
60db152eb94a6b3d465c63f4,Abagrotis brunneipennis,Abagrotis brunneipennis,Lepidoptera,Noctuidae,Abagrotis,brunneipennis,,,,
60db152eb94a6b3d465c63f5,Abagrotis denticulata,Abagrotis denticulata,Lepidoptera,Noctuidae,Abagrotis,denticulata,,,,
60db152eb94a6b3d465c63f6,Abagrotis discoidalis,Abagrotis discoidalis,Lepidoptera,Noctuidae,Abagrotis,discoidalis,,,,
60db152eb94a6b3d465c63f7,Abagrotis dodi,Abagrotis dodi,Lepidoptera,Noctuidae,Abagrotis,dodi,,,,
60db152eb94a6b3d465c63f8,Abagrotis duanca,Abagrotis duanca,Lepidoptera,Noctuidae,Abagrotis,duanca,,,,
60db152eb94a6b3d465c63f9,Abagrotis erratica,Abagrotis erratica,Lepidoptera,Noctuidae,Abagrotis,erratica,,,,
60db152eb94a6b3d465c63fa,Abagrotis forbesi,Abagrotis forbesi,Lepidoptera,Noctuidae,Abagrotis,forbesi,,,,
60db152eb94a6b3d465c63fb,Abagrotis glenni,Abagrotis glenni,Lepidoptera,Noctuidae,Abagrotis,glenni,,,,
60db152eb94a6b3d465c63fc,Abagrotis hennei,Abagrotis hennei,Lepidoptera,Noctuidae,Abagrotis,hennei,,,,
60db152eb94a6b3d465c63fd,Abagrotis hermina,Abagrotis hermina,Lepidoptera,Noctuidae,Abagrotis,hermina,,,,
60db152eb94a6b3d465c63fe,Abagrotis kirkwoodi,Abagrotis kirkwoodi,Lepidoptera,Noctuidae,Abagrotis,kirkwoodi,,,,
60db152eb94a6b3d465c63ff,Abagrotis magnicupida,Abagrotis magnicupida,Lepidoptera,Noctuidae,Abagrotis,magnicupida,,,,
60db152eb94a6b3d465c6400,Abagrotis mexicana,Abagrotis mexicana,Lepidoptera,Noctuidae,Abagrotis,mexicana,,,,
60db152eb94a6b3d465c6401,Abagrotis mirabilis,Abagrotis mirabilis,Lepidoptera,Noctuidae,Abagrotis,mirabilis,,,,
60db152eb94a6b3d465c6402,Abagrotis nanalis,Abagrotis nanalis,Lepidoptera,Noctuidae,Abagrotis,nanalis,,,,
60db152eb94a6b3d465c6403,Abagrotis nefascia,Abagrotis nefascia,Lepidoptera,Noctuidae,Abagrotis,nefascia,,,,
60db152eb94a6b3d465c6404,Abagrotis orbis,Abagrotis orbis,Lepidoptera,Noctuidae,Abagrotis,orbis,,,,
60db152eb94a6b3d465c6405,Abagrotis placida,Abagrotis placida,Lepidoptera,Noctuidae,Abagrotis,placida,,,,
60db152eb94a6b3d465c6406,Abagrotis pulchrata,Abagrotis pulchrata,Lepidoptera,Noctuidae,Abagrotis,pulchrata,,,,
60db152eb94a6b3d465c6407,Abagrotis reedi,Abagrotis reedi,Lepidoptera,Noctuidae,Abagrotis,reedi,,,,
60db152eb94a6b3d465c6408,Abagrotis rubricundis,Abagrotis rubricundis,Lepidoptera,Noctuidae,Abagrotis,rubricundis,,,,
60db152eb94a6b3d465c6409,Abagrotis scopeops,Abagrotis scopeops,Lepidoptera,Noctuidae,Abagrotis,scopeops,,,,
60db152eb94a6b3d465c640a,Abagrotis trigona,Abagrotis trigona,Lepidoptera,Noctuidae,Abagrotis,trigona,,,,
60db152eb94a6b3d465c640b,Abagrotis turbulenta,Abagrotis turbulenta,Lepidoptera,Noctuidae,Abagrotis,turbulenta,,,,
60db152eb94a6b3d465c640c,Abagrotis variata,Abagrotis variata,Lepidoptera,Noctuidae,Abagrotis,variata,,,,
60db152eb94a6b3d465c640d,Abagrotis vittifrons,Abagrotis vittifrons,Lepidoptera,Noctuidae,Abagrotis,vittifrons,,,,
60db152eb94a6b3d465c640e,Abaris splendidula,Abaris splendidula,Coleoptera,Carabidae,Abaris,splendidula,,,,
60db152eb94a6b3d465c640f,Abax parallelepipedus,Abax parallelepipedus,Coleoptera,Carabidae,Abax,parallelepipedus,,,,
60db152eb94a6b3d465c6410,Abbot's Bagworm,Oiketicus abbotii,Lepidoptera,Psychidae,Oiketicus,abbotii,,,,
60db152eb94a6b3d465c6411,Abbot's Sawfly,Neodiprion abbotii,Hymenoptera,Diprionidae,Neodiprion,abbotii,,,,
60db152eb94a6b3d465c6412,Abbott's Sphinx Moth,Sphecodina abbottii,Lepidoptera,Sphingidae,Sphecodina,abbottii,,,,
60db152eb94a6b3d465c6413,Abbreviated Button Slug,Tortricidia flexuosa,Lepidoptera,Limacodidae,Tortricidia,flexuosa,,,,
60db152eb94a6b3d465c6414,Abbreviated Underwing Moth,Catocala abbreviatella,Lepidoptera,Erebidae,Catocala,abbreviatella,,,,
60db152eb94a6b3d465c6415,Abbreviated Wireworm,Hypnoidus abbreviatus,Coleoptera,Elateridae,Hypnoidus,abbreviatus,,,,
60db152eb94a6b3d465c6416,Abdera bicincta,Abdera bicincta,Coleoptera,Melandryidae,Abdera,bicincta,,,,
60db152eb94a6b3d465c6417,Abdiunguis fenderi,Abdiunguis fenderi,Coleoptera,Staphylinidae,Abdiunguis,fenderi,,,,
60db152eb94a6b3d465c6418,Abedus herberti,Abedus herberti,Hemiptera,Belostomatidae,Abedus,herberti,,,,
60db152eb94a6b3d465c6419,Abedus immaculatus,Abedus immaculatus,Hemiptera,Belostomatidae,Abedus,immaculatus,,,,
60db152eb94a6b3d465c641a,Abedus indentatus,Abedus indentatus,Hemiptera,Belostomatidae,Abedus,indentatus,,,,
60db152eb94a6b3d465c641b,Abegesta reluctalis,Abegesta reluctalis,Lepidoptera,Crambidae,Abegesta,reluctalis,,,,
60db152eb94a6b3d465c641c,Aberrant aerata-frondaria,Synchlora aerata-frondaria,Lepidoptera,Geometridae,Synchlora,aerata-frondaria,,,,
60db152eb94a6b3d465c641d,Aberrant Cellophane Bee,Colletes aberrans,Hymenoptera,Colletidae,Colletes,aberrans,,,,
60db152eb94a6b3d465c641e,Abia americana,Abia americana,Hymenoptera,Cimbicidae,Abia,americana,,,,
60db152eb94a6b3d465c641f,Abia fasciata,Abia fasciata,Hymenoptera,Cimbicidae,Abia,fasciata,,,,
60db152eb94a6b3d465c6420,Abia inflata,Abia inflata,Hymenoptera,Cimbicidae,Abia,inflata,,,,
60db152eb94a6b3d465c6421,Abia lonicerae,Abia lonicerae,Hymenoptera,Cimbicidae,Abia,lonicerae,,,,
60db152eb94a6b3d465c6422,Ablabesmyia annulata,Ablabesmyia annulata,Diptera,Chironomidae,Ablabesmyia,annulata,,,,
60db152eb94a6b3d465c6423,Ablabesmyia cinctipes,Ablabesmyia cinctipes,Diptera,Chironomidae,Ablabesmyia,cinctipes,,,,
60db152eb94a6b3d465c6424,Ablabesmyia peleensis,Ablabesmyia peleensis,Diptera,Chironomidae,Ablabesmyia,peleensis,,,,
60db152eb94a6b3d465c6425,Ablautus flavipes,Ablautus flavipes,Diptera,Asilidae,Ablautus,flavipes,,,,
60db152eb94a6b3d465c6426,Ablautus mimus,Ablautus mimus,Diptera,Asilidae,Ablautus,mimus,,,,
60db152eb94a6b3d465c6427,Ablautus rufotibialis,Ablautus rufotibialis,Diptera,Asilidae,Ablautus,rufotibialis,,,,
60db152eb94a6b3d465c6428,Ablautus vanduzeei,Ablautus vanduzeei,Diptera,Asilidae,Ablautus,vanduzeei,,,,
60db152eb94a6b3d465c6429,Ablechrus texensis,Ablechrus texensis,Coleoptera,Melyridae,Ablechrus,texensis,,,,
60db152eb94a6b3d465c642a,Abraeus bolteri,Abraeus bolteri,Coleoptera,Histeridae,Abraeus,bolteri,,,,
60db152eb94a6b3d465c642b,Abrenthia cuprea,Abrenthia cuprea,Lepidoptera,Glyphipterigidae,Abrenthia,cuprea,,,,
60db152eb94a6b3d465c642c,Abrostola parvula,Abrostola parvula,Lepidoptera,Noctuidae,Abrostola,parvula,,,,
60db152eb94a6b3d465c642d,Abrupt Digger,Anthophora abrupta,Hymenoptera,Apidae,Anthophora,abrupta,,,,
60db152eb94a6b3d465c642e,Abrupt Epiblema Moth,Epiblema abruptana,Lepidoptera,Tortricidae,Epiblema,abruptana,,,,
60db152eb94a6b3d465c642f,Abstrusomyzus phloxae,Abstrusomyzus phloxae,Hemiptera,Aphididae,Abstrusomyzus,phloxae,,,,
60db152eb94a6b3d465c6430,Acacia Psyllid,Acizzia uncatoides,Hemiptera,Psyllidae,Acizzia,uncatoides,,,,
60db152eb94a6b3d465c6431,Acacia Skipper,Cogia hippalus,Lepidoptera,Hesperiidae,Cogia,hippalus,,,,
60db152eb94a6b3d465c6432,Acadian Hairstreak,Satyrium acadicum,Lepidoptera,Lycaenidae,Satyrium,acadicum,,,,
60db152eb94a6b3d465c6433,Acadian Sallow,Xylotype arcadia,Lepidoptera,Noctuidae,Xylotype,arcadia,,,,
60db152eb94a6b3d465c6434,Acallepitrix nitens,Acallepitrix nitens,Coleoptera,Chrysomelidae,Acallepitrix,nitens,,,,
60db152eb94a6b3d465c6435,Acalles carinatus,Acalles carinatus,Coleoptera,Curculionidae,Acalles,carinatus,,,,
60db152eb94a6b3d465c6436,Acalles clavatus,Acalles clavatus,Coleoptera,Curculionidae,Acalles,clavatus,,,,
60db152eb94a6b3d465c6437,Acalles costifer,Acalles costifer,Coleoptera,Curculionidae,Acalles,costifer,,,,
60db152eb94a6b3d465c6438,Acalles indigens,Acalles indigens,Coleoptera,Curculionidae,Acalles,indigens,,,,
60db152eb94a6b3d465c6439,Acalles minutissimus,Acalles minutissimus,Coleoptera,Curculionidae,Acalles,minutissimus,,,,
60db152eb94a6b3d465c643a,Acallis alticolalis,Acallis alticolalis,Lepidoptera,Pyralidae,Acallis,alticolalis,,,,
60db152eb94a6b3d465c643b,Acallis gripalis,Acallis gripalis,Lepidoptera,Pyralidae,Acallis,gripalis,,,,
60db152eb94a6b3d465c643c,Acallodes saltoides,Acallodes saltoides,Coleoptera,Curculionidae,Acallodes,saltoides,,,,
60db152eb94a6b3d465c643d,Acallodes ventricosus,Acallodes ventricosus,Coleoptera,Curculionidae,Acallodes,ventricosus,,,,
60db152eb94a6b3d465c643e,Acalymma blandulum,Acalymma blandulum,Coleoptera,Chrysomelidae,Acalymma,blandulum,,,,
60db152eb94a6b3d465c643f,Acalymma gouldi,Acalymma gouldi,Coleoptera,Chrysomelidae,Acalymma,gouldi,,,,
60db152eb94a6b3d465c6440,Acalymma peregrinum,Acalymma peregrinum,Coleoptera,Chrysomelidae,Acalymma,peregrinum,,,,
60db152eb94a6b3d465c6441,Acalymma vinctum,Acalymma vinctum,Coleoptera,Chrysomelidae,Acalymma,vinctum,,,,
60db152eb94a6b3d465c6442,Acalypta barberi,Acalypta barberi,Hemiptera,Tingidae,Acalypta,barberi,,,,
60db152eb94a6b3d465c6443,Acalypta cooleyi,Acalypta cooleyi,Hemiptera,Tingidae,Acalypta,cooleyi,,,,
60db152eb94a6b3d465c6444,Acalypta elegans,Acalypta elegans,Hemiptera,Tingidae,Acalypta,elegans,,,,
60db152eb94a6b3d465c6445,Acalypta lillianis,Acalypta lillianis,Hemiptera,Tingidae,Acalypta,lillianis,,,,
60db152eb94a6b3d465c6446,Acalypta nyctalis,Acalypta nyctalis,Hemiptera,Tingidae,Acalypta,nyctalis,,,,
60db152eb94a6b3d465c6447,Acalypta parvula,Acalypta parvula,Hemiptera,Tingidae,Acalypta,parvula,,,,
60db152eb94a6b3d465c6448,Acalypta saundersi,Acalypta saundersi,Hemiptera,Tingidae,Acalypta,saundersi,,,,
60db152eb94a6b3d465c6449,Acalyptris lotella,Acalyptris lotella,Lepidoptera,Nepticulidae,Acalyptris,lotella,,,,
60db152eb94a6b3d465c644a,Acalyptris thoracealbella,Acalyptris thoracealbella,Lepidoptera,Nepticulidae,Acalyptris,thoracealbella,,,,
60db152eb94a6b3d465c644b,Acalyptus carpini,Acalyptus carpini,Coleoptera,Curculionidae,Acalyptus,carpini,,,,
60db152eb94a6b3d465c644c,Acamptus echinus,Acamptus echinus,Coleoptera,Curculionidae,Acamptus,echinus,,,,
60db152eb94a6b3d465c644d,Acamptus rigidus,Acamptus rigidus,Coleoptera,Curculionidae,Acamptus,rigidus,,,,
60db152eb94a6b3d465c644e,Acamptus texanus,Acamptus texanus,Coleoptera,Curculionidae,Acamptus,texanus,,,,
60db152eb94a6b3d465c644f,Acanalonia clypeata,Acanalonia clypeata,Hemiptera,Acanaloniidae,Acanalonia,clypeata,,,,
60db152eb94a6b3d465c6450,Acanalonia conica,Acanalonia conica,Hemiptera,Acanaloniidae,Acanalonia,conica,,,,
60db152eb94a6b3d465c6451,Acanalonia fasciata,Acanalonia fasciata,Hemiptera,Acanaloniidae,Acanalonia,fasciata,,,,
60db152eb94a6b3d465c6452,Acanalonia immaculata,Acanalonia immaculata,Hemiptera,Acanaloniidae,Acanalonia,immaculata,,,,
60db152eb94a6b3d465c6453,Acanalonia invenusta,Acanalonia invenusta,Hemiptera,Acanaloniidae,Acanalonia,invenusta,,,,
60db152eb94a6b3d465c6454,Acanalonia laticosta,Acanalonia laticosta,Hemiptera,Acanaloniidae,Acanalonia,laticosta,,,,
60db152eb94a6b3d465c6455,Acanalonia parva,Acanalonia parva,Hemiptera,Acanaloniidae,Acanalonia,parva,,,,
60db152eb94a6b3d465c6456,Acanalonia pumila,Acanalonia pumila,Hemiptera,Acanaloniidae,Acanalonia,pumila,,,,
60db152eb94a6b3d465c6457,Acanalonia servillei,Acanalonia servillei,Hemiptera,Acanaloniidae,Acanalonia,servillei,,,,
60db152eb94a6b3d465c6458,Acanalonia similis,Acanalonia similis,Hemiptera,Acanaloniidae,Acanalonia,similis,,,,
60db152eb94a6b3d465c6459,Acanthinus argentinus,Acanthinus argentinus,Coleoptera,Anthicidae,Acanthinus,argentinus,,,,
60db152eb94a6b3d465c645a,Acanthinus clavicornis,Acanthinus clavicornis,Coleoptera,Anthicidae,Acanthinus,clavicornis,,,,
60db152eb94a6b3d465c645b,Acanthinus dromedarius,Acanthinus dromedarius,Coleoptera,Anthicidae,Acanthinus,dromedarius,,,,
60db152eb94a6b3d465c645c,Acanthinus exilis,Acanthinus exilis,Coleoptera,Anthicidae,Acanthinus,exilis,,,,
60db152eb94a6b3d465c645d,Acanthinus myrmecops,Acanthinus myrmecops,Coleoptera,Anthicidae,Acanthinus,myrmecops,,,,
60db152eb94a6b3d465c645e,Acanthinus scitulus,Acanthinus scitulus,Coleoptera,Anthicidae,Acanthinus,scitulus,,,,
60db152eb94a6b3d465c645f,Acanthinus spinicollis,Acanthinus spinicollis,Coleoptera,Anthicidae,Acanthinus,spinicollis,,,,
60db152eb94a6b3d465c6460,Acanthocephala alata,Acanthocephala alata,Hemiptera,Coreidae,Acanthocephala,alata,,,,
60db152eb94a6b3d465c6461,Acanthocephala declivis,Acanthocephala declivis,Hemiptera,Coreidae,Acanthocephala,declivis,,,,
60db152eb94a6b3d465c6462,Acanthocephala femorata,Acanthocephala femorata,Hemiptera,Coreidae,Acanthocephala,femorata,,,,
60db152eb94a6b3d465c6463,Acanthocephala terminalis,Acanthocephala terminalis,Hemiptera,Coreidae,Acanthocephala,terminalis,,,,
60db152eb94a6b3d465c6464,Acanthocerus lobatus,Acanthocerus lobatus,Hemiptera,Coreidae,Acanthocerus,lobatus,,,,
60db152eb94a6b3d465c6465,Acanthochalcis nigricans,Acanthochalcis nigricans,Hymenoptera,Chalcididae,Acanthochalcis,nigricans,,,,
60db152eb94a6b3d465c6466,Acanthochalcis unispinosa,Acanthochalcis unispinosa,Hymenoptera,Chalcididae,Acanthochalcis,unispinosa,,,,
60db152eb94a6b3d465c6467,Acanthocheila armigera,Acanthocheila armigera,Hemiptera,Tingidae,Acanthocheila,armigera,,,,
60db152eb94a6b3d465c6468,Acanthocinus angulosus,Acanthocinus angulosus,Coleoptera,Cerambycidae,Acanthocinus,angulosus,,,,
60db152eb94a6b3d465c6469,Acanthocinus obliquus,Acanthocinus obliquus,Coleoptera,Cerambycidae,Acanthocinus,obliquus,,,,
60db152eb94a6b3d465c646a,Acanthocinus obsoletus,Acanthocinus obsoletus,Coleoptera,Cerambycidae,Acanthocinus,obsoletus,,,,
60db152eb94a6b3d465c646b,Acanthocinus pusillus,Acanthocinus pusillus,Coleoptera,Cerambycidae,Acanthocinus,pusillus,,,,
60db152eb94a6b3d465c646c,Acanthocinus spectabilis,Acanthocinus spectabilis,Coleoptera,Cerambycidae,Acanthocinus,spectabilis,,,,
60db152eb94a6b3d465c646d,Acanthoderes quadrigibba,Acanthoderes quadrigibba,Coleoptera,Cerambycidae,Acanthoderes,quadrigibba,,,,
60db152eb94a6b3d465c646e,Acanthogethes fuscus,Acanthogethes fuscus,Coleoptera,Nitidulidae,Acanthogethes,fuscus,,,,
60db152eb94a6b3d465c646f,Acantholespesia comstocki,Acantholespesia comstocki,Diptera,Tachinidae,Acantholespesia,comstocki,,,,
60db152eb94a6b3d465c6470,Acantholomidea denticulata,Acantholomidea denticulata,Hemiptera,Scutelleridae,Acantholomidea,denticulata,,,,
60db152eb94a6b3d465c6471,Acantholomidea porosa,Acantholomidea porosa,Hemiptera,Scutelleridae,Acantholomidea,porosa,,,,
60db152eb94a6b3d465c6472,Acantholyda angulata,Acantholyda angulata,Hymenoptera,Pamphiliidae,Acantholyda,angulata,,,,
60db152eb94a6b3d465c6473,Acantholyda atripes,Acantholyda atripes,Hymenoptera,Pamphiliidae,Acantholyda,atripes,,,,
60db152eb94a6b3d465c6474,Acantholyda balanata,Acantholyda balanata,Hymenoptera,Pamphiliidae,Acantholyda,balanata,,,,
60db152eb94a6b3d465c6475,Acantholyda bicolorata,Acantholyda bicolorata,Hymenoptera,Pamphiliidae,Acantholyda,bicolorata,,,,
60db152eb94a6b3d465c6476,Acantholyda circumcincta,Acantholyda circumcincta,Hymenoptera,Pamphiliidae,Acantholyda,circumcincta,,,,
60db152eb94a6b3d465c6477,Acantholyda floridana,Acantholyda floridana,Hymenoptera,Pamphiliidae,Acantholyda,floridana,,,,
60db152eb94a6b3d465c6478,Acantholyda maculiventris,Acantholyda maculiventris,Hymenoptera,Pamphiliidae,Acantholyda,maculiventris,,,,
60db152eb94a6b3d465c6479,Acantholyda ochrocera,Acantholyda ochrocera,Hymenoptera,Pamphiliidae,Acantholyda,ochrocera,,,,
60db152eb94a6b3d465c647a,Acantholyda ruficeps,Acantholyda ruficeps,Hymenoptera,Pamphiliidae,Acantholyda,ruficeps,,,,
60db152eb94a6b3d465c647b,Acantholyda verticalis,Acantholyda verticalis,Hymenoptera,Pamphiliidae,Acantholyda,verticalis,,,,
60db152eb94a6b3d465c647c,Acanthopteroctetes unifascia,Acanthopteroctetes unifascia,Lepidoptera,Acanthopteroctetidae,Acanthopteroctetes,unifascia,,,,
60db152eb94a6b3d465c647d,Acanthoscelides alboscutellatus,Acanthoscelides alboscutellatus,Coleoptera,Chrysomelidae,Acanthoscelides,alboscutellatus,,,,
60db152eb94a6b3d465c647e,Acanthoscelides atomus,Acanthoscelides atomus,Coleoptera,Chrysomelidae,Acanthoscelides,atomus,,,,
60db152eb94a6b3d465c647f,Acanthoscelides aureolus,Acanthoscelides aureolus,Coleoptera,Chrysomelidae,Acanthoscelides,aureolus,,,,
60db152eb94a6b3d465c6480,Acanthoscelides biustulus,Acanthoscelides biustulus,Coleoptera,Chrysomelidae,Acanthoscelides,biustulus,,,,
60db152eb94a6b3d465c6481,Acanthoscelides calvus,Acanthoscelides calvus,Coleoptera,Chrysomelidae,Acanthoscelides,calvus,,,,
60db152eb94a6b3d465c6482,Acanthoscelides chiricahuae,Acanthoscelides chiricahuae,Coleoptera,Chrysomelidae,Acanthoscelides,chiricahuae,,,,
60db152eb94a6b3d465c6483,Acanthoscelides compressicornis,Acanthoscelides compressicornis,Coleoptera,Chrysomelidae,Acanthoscelides,compressicornis,,,,
60db152eb94a6b3d465c6484,Acanthoscelides distinguendus,Acanthoscelides distinguendus,Coleoptera,Chrysomelidae,Acanthoscelides,distinguendus,,,,
60db152eb94a6b3d465c6485,Acanthoscelides flavescens,Acanthoscelides flavescens,Coleoptera,Chrysomelidae,Acanthoscelides,flavescens,,,,
60db152eb94a6b3d465c6486,Acanthoscelides floridae,Acanthoscelides floridae,Coleoptera,Chrysomelidae,Acanthoscelides,floridae,,,,
60db152eb94a6b3d465c6487,Acanthoscelides fraterculus,Acanthoscelides fraterculus,Coleoptera,Chrysomelidae,Acanthoscelides,fraterculus,,,,
60db152eb94a6b3d465c6488,Acanthoscelides fumatus,Acanthoscelides fumatus,Coleoptera,Chrysomelidae,Acanthoscelides,fumatus,,,,
60db152eb94a6b3d465c6489,Acanthoscelides helianthemum,Acanthoscelides helianthemum,Coleoptera,Chrysomelidae,Acanthoscelides,helianthemum,,,,
60db152eb94a6b3d465c648a,Acanthoscelides longistilus,Acanthoscelides longistilus,Coleoptera,Chrysomelidae,Acanthoscelides,longistilus,,,,
60db152eb94a6b3d465c648b,Acanthoscelides macrophthalmus,Acanthoscelides macrophthalmus,Coleoptera,Chrysomelidae,Acanthoscelides,macrophthalmus,,,,
60db152eb94a6b3d465c648c,Acanthoscelides pallidipennis,Acanthoscelides pallidipennis,Coleoptera,Chrysomelidae,Acanthoscelides,pallidipennis,,,,
60db152eb94a6b3d465c648d,Acanthoscelides pauperculus,Acanthoscelides pauperculus,Coleoptera,Chrysomelidae,Acanthoscelides,pauperculus,,,,
60db152eb94a6b3d465c648e,Acanthoscelides pectoralis,Acanthoscelides pectoralis,Coleoptera,Chrysomelidae,Acanthoscelides,pectoralis,,,,
60db152eb94a6b3d465c648f,Acanthoscelides pedicularius,Acanthoscelides pedicularius,Coleoptera,Chrysomelidae,Acanthoscelides,pedicularius,,,,
60db152eb94a6b3d465c6490,Acanthoscelides perforatus,Acanthoscelides perforatus,Coleoptera,Chrysomelidae,Acanthoscelides,perforatus,,,,
60db152eb94a6b3d465c6491,Acanthoscelides seminulum,Acanthoscelides seminulum,Coleoptera,Chrysomelidae,Acanthoscelides,seminulum,,,,
60db152eb94a6b3d465c6492,Acanthoscelides submuticus,Acanthoscelides submuticus,Coleoptera,Chrysomelidae,Acanthoscelides,submuticus,,,,
60db152eb94a6b3d465c6493,Acanthoscelides tenuis,Acanthoscelides tenuis,Coleoptera,Chrysomelidae,Acanthoscelides,tenuis,,,,
60db152eb94a6b3d465c6494,Acanthoscelides tridenticulatus,Acanthoscelides tridenticulatus,Coleoptera,Chrysomelidae,Acanthoscelides,tridenticulatus,,,,
60db152eb94a6b3d465c6495,Acanthoscelidius acephalus,Acanthoscelidius acephalus,Coleoptera,Curculionidae,Acanthoscelidius,acephalus,,,,
60db152eb94a6b3d465c6496,Acanthoscelidius curtus,Acanthoscelidius curtus,Coleoptera,Curculionidae,Acanthoscelidius,curtus,,,,
60db152eb94a6b3d465c6497,Acanthoscelidius guttatus,Acanthoscelidius guttatus,Coleoptera,Curculionidae,Acanthoscelidius,guttatus,,,,
60db152eb94a6b3d465c6498,Acanthoscelidius mendicus,Acanthoscelidius mendicus,Coleoptera,Curculionidae,Acanthoscelidius,mendicus,,,,
60db152eb94a6b3d465c6499,Acanthoscelidius utahensis,Acanthoscelidius utahensis,Coleoptera,Curculionidae,Acanthoscelidius,utahensis,,,,
60db152eb94a6b3d465c649a,Acanthotoca graefii,Acanthotoca graefii,Lepidoptera,Geometridae,Acanthotoca,graefii,,,,
60db152eb94a6b3d465c649b,Acaricoris floridus,Acaricoris floridus,Hemiptera,Aradidae,Acaricoris,floridus,,,,
60db152eb94a6b3d465c649c,Acaricoris ignotus,Acaricoris ignotus,Hemiptera,Aradidae,Acaricoris,ignotus,,,,
60db152eb94a6b3d465c649d,Acaromimus americanus,Acaromimus americanus,Coleoptera,Anthribidae,Acaromimus,americanus,,,,
60db152eb94a6b3d465c649e,Acentrella insignificans,Acentrella insignificans,Ephemeroptera,Baetidae,Acentrella,insignificans,,,,
60db152eb94a6b3d465c649f,Acentrella nadineae,Acentrella nadineae,Ephemeroptera,Baetidae,Acentrella,nadineae,,,,
60db152eb94a6b3d465c64a0,Acentrella turbida,Acentrella turbida,Ephemeroptera,Baetidae,Acentrella,turbida,,,,
60db152eb94a6b3d465c64a1,Acentrinops brevicollis,Acentrinops brevicollis,Coleoptera,Curculionidae,Acentrinops,brevicollis,,,,
60db152eb94a6b3d465c64a2,Acericerus ribauti,Acericerus ribauti,Hemiptera,Cicadellidae,Acericerus,ribauti,,,,
60db152eb94a6b3d465c64a3,Acerpenna macdunnoughi,Acerpenna macdunnoughi,Ephemeroptera,Baetidae,Acerpenna,macdunnoughi,,,,
60db152eb94a6b3d465c64a4,Acerpenna pygmaea,Acerpenna pygmaea,Ephemeroptera,Baetidae,Acerpenna,pygmaea,,,,
60db152eb94a6b3d465c64a5,Acerra normalis,Acerra normalis,Lepidoptera,Noctuidae,Acerra,normalis,,,,
60db152eb94a6b3d465c64a6,Acharia extensa,Acharia extensa,Lepidoptera,Limacodidae,Acharia,extensa,,,,
60db152eb94a6b3d465c64a7,Achemon Sphinx,Eumorpha achemon,Lepidoptera,Sphingidae,Eumorpha,achemon,,,,
60db152eb94a6b3d465c64a8,Achenomorphus corticinus,Achenomorphus corticinus,Coleoptera,Staphylinidae,Achenomorphus,corticinus,,,,
60db152eb94a6b3d465c64a9,Acholla ampliata,Acholla ampliata,Hemiptera,Reduviidae,Acholla,ampliata,,,,
60db152eb94a6b3d465c64aa,Acholla multispinosa,Acholla multispinosa,Hemiptera,Reduviidae,Acholla,multispinosa,,,,
60db152eb94a6b3d465c64ab,Achradocera barbata,Achradocera barbata,Diptera,Dolichopodidae,Achradocera,barbata,,,,
